cell_id,lat,lon,lat_min,lon_min,land_frac
04225_01385,42.25,13.85,42.2,13.8,1.0
04225_01395,42.25,13.95,42.2,13.9,1.0
04225_01405,42.25,14.05,42.2,14.0,1.0
04225_01415,42.25,14.15,42.2,14.1,1.0
04225_01425,42.25,14.25,42.2,14.2,1.0
04225_01435,42.25,14.35,42.2,14.3,1.0
04225_01445,42.25,14.45,42.2,14.4,0.9501
04225_01455,42.25,14.55,42.2,14.5,0.316
04235_01035,42.35,10.35,42.3,10.3,0.0915
04235_01085,42.35,10.85,42.3,10.8,0.1068
04235_01095,42.35,10.95,42.3,10.9,0.1277
04235_01115,42.35,11.15,42.3,11.1,0.2338
04235_01145,42.35,11.45,42.3,11.4,0.23
04235_01155,42.35,11.55,42.3,11.5,0.6081
04235_01165,42.35,11.65,42.3,11.6,0.986
04235_01175,42.35,11.75,42.3,11.7,1.0
04235_01185,42.35,11.85,42.3,11.8,1.0
04235_01195,42.35,11.95,42.3,11.9,1.0
04235_01205,42.35,12.05,42.3,12.0,1.0
04235_01215,42.35,12.15,42.3,12.1,1.0
04235_01225,42.35,12.25,42.3,12.2,1.0
04235_01235,42.35,12.35,42.3,12.3,1.0
04235_01245,42.35,12.45,42.3,12.4,1.0
04235_01255,42.35,12.55,42.3,12.5,1.0
04235_01265,42.35,12.65,42.3,12.6,1.0
04235_01275,42.35,12.75,42.3,12.7,1.0
04235_01285,42.35,12.85,42.3,12.8,1.0
04235_01295,42.35,12.95,42.3,12.9,1.0
04235_01305,42.35,13.05,42.3,13.0,1.0
04235_01315,42.35,13.15,42.3,13.1,1.0
04235_01325,42.35,13.25,42.3,13.2,1.0
04235_01335,42.35,13.35,42.3,13.3,1.0
04235_01345,42.35,13.45,42.3,13.4,1.0
04235_01355,42.35,13.55,42.3,13.5,1.0
04235_01365,42.35,13.65,42.3,13.6,1.0
04235_01375,42.35,13.75,42.3,13.7,1.0
04235_01385,42.35,13.85,42.3,13.8,1.0
04235_01395,42.35,13.95,42.3,13.9,1.0
04235_01405,42.35,14.05,42.3,14.0,1.0
04235_01415,42.35,14.15,42.3,14.1,1.0
04235_01425,42.35,14.25,42.3,14.2,1.0
04235_01435,42.35,14.35,42.3,14.3,0.883
04235_01445,42.35,14.45,42.3,14.4,0.1665
04245_01115,42.45,11.15,42.4,11.1,0.4837
04245_01125,42.45,11.25,42.4,11.2,0.8669
04245_01135,42.45,11.35,42.4,11.3,0.9771
04245_01145,42.45,11.45,42.4,11.4,1.0
04245_01155,42.45,11.55,42.4,11.5,1.0
04245_01165,42.45,11.65,42.4,11.6,1.0
04245_01175,42.45,11.75,42.4,11.7,1.0
04245_01185,42.45,11.85,42.4,11.8,1.0
04245_01195,42.45,11.95,42.4,11.9,1.0
04245_01205,42.45,12.05,42.4,12.0,1.0
04245_01215,42.45,12.15,42.4,12.1,1.0
04245_01225,42.45,12.25,42.4,12.2,1.0
04245_01235,42.45,12.35,42.4,12.3,1.0
04245_01245,42.45,12.45,42.4,12.4,1.0
04245_01255,42.45,12.55,42.4,12.5,1.0
04245_01265,42.45,12.65,42.4,12.6,1.0
04245_01275,42.45,12.75,42.4,12.7,1.0
04245_01285,42.45,12.85,42.4,12.8,1.0
04245_01295,42.45,12.95,42.4,12.9,1.0
04245_01305,42.45,13.05,42.4,13.0,1.0
04245_01315,42.45,13.15,42.4,13.1,1.0
04245_01325,42.45,13.25,42.4,13.2,1.0
04245_01335,42.45,13.35,42.4,13.3,1.0
04245_01345,42.45,13.45,42.4,13.4,1.0
04245_01355,42.45,13.55,42.4,13.5,1.0
04245_01365,42.45,13.65,42.4,13.6,1.0
04245_01375,42.45,13.75,42.4,13.7,1.0
04245_01385,42.45,13.85,42.4,13.8,1.0
04245_01395,42.45,13.95,42.4,13.9,1.0
04245_01405,42.45,14.05,42.4,14.0,1.0
04245_01415,42.45,14.15,42.4,14.1,0.9821
04245_01425,42.45,14.25,42.4,14.2,0.4928
04255_01005,42.55,10.05,42.5,10.0,0.1044
04255_01115,42.55,11.15,42.5,11.1,0.4725
04255_01125,42.55,11.25,42.5,11.2,1.0
04255_01135,42.55,11.35,42.5,11.3,1.0
04255_01145,42.55,11.45,42.5,11.4,1.0
04255_01155,42.55,11.55,42.5,11.5,1.0
04255_01165,42.55,11.65,42.5,11.6,1.0
04255_01175,42.55,11.75,42.5,11.7,1.0
04255_01185,42.55,11.85,42.5,11.8,1.0
04255_01195,42.55,11.95,42.5,11.9,1.0
04255_01205,42.55,12.05,42.5,12.0,1.0
04255_01215,42.55,12.15,42.5,12.1,1.0
04255_01225,42.55,12.25,42.5,12.2,1.0
04255_01235,42.55,12.35,42.5,12.3,1.0
04255_01245,42.55,12.45,42.5,12.4,1.0
04255_01255,42.55,12.55,42.5,12.5,1.0
04255_01265,42.55,12.65,42.5,12.6,1.0
04255_01275,42.55,12.75,42.5,12.7,1.0
04255_01285,42.55,12.85,42.5,12.8,1.0
04255_01295,42.55,12.95,42.5,12.9,1.0
04255_01305,42.55,13.05,42.5,13.0,1.0
04255_01315,42.55,13.15,42.5,13.1,1.0
04255_01325,42.55,13.25,42.5,13.2,1.0
04255_01335,42.55,13.35,42.5,13.3,1.0
04255_01345,42.55,13.45,42.5,13.4,1.0
04255_01355,42.55,13.55,42.5,13.5,1.0
04255_01365,42.55,13.65,42.5,13.6,1.0
04255_01375,42.55,13.75,42.5,13.7,1.0
04255_01385,42.55,13.85,42.5,13.8,1.0
04255_01395,42.55,13.95,42.5,13.9,1.0
04255_01405,42.55,14.05,42.5,14.0,0.9698
04255_01415,42.55,14.15,42.5,14.1,0.2885
04265_01105,42.65,11.05,42.6,11.0,0.5862
04265_01115,42.65,11.15,42.6,11.1,0.9995
04265_01125,42.65,11.25,42.6,11.2,1.0
04265_01135,42.65,11.35,42.6,11.3,1.0
04265_01145,42.65,11.45,42.6,11.4,1.0
04265_01155,42.65,11.55,42.6,11.5,1.0
04265_01165,42.65,11.65,42.6,11.6,1.0
04265_01175,42.65,11.75,42.6,11.7,1.0
04265_01185,42.65,11.85,42.6,11.8,1.0
04265_01195,42.65,11.95,42.6,11.9,1.0
04265_01205,42.65,12.05,42.6,12.0,1.0
04265_01215,42.65,12.15,42.6,12.1,1.0
04265_01225,42.65,12.25,42.6,12.2,1.0
04265_01235,42.65,12.35,42.6,12.3,1.0
04265_01245,42.65,12.45,42.6,12.4,1.0
04265_01255,42.65,12.55,42.6,12.5,1.0
04265_01265,42.65,12.65,42.6,12.6,1.0
04265_01275,42.65,12.75,42.6,12.7,1.0
04265_01285,42.65,12.85,42.6,12.8,1.0
04265_01295,42.65,12.95,42.6,12.9,1.0
04265_01305,42.65,13.05,42.6,13.0,1.0
04265_01315,42.65,13.15,42.6,13.1,1.0
04265_01325,42.65,13.25,42.6,13.2,1.0
04265_01335,42.65,13.35,42.6,13.3,1.0
04265_01345,42.65,13.45,42.6,13.4,1.0
04265_01355,42.65,13.55,42.6,13.5,1.0
04265_01365,42.65,13.65,42.6,13.6,1.0
04265_01375,42.65,13.75,42.6,13.7,1.0
04265_01385,42.65,13.85,42.6,13.8,1.0
04265_01395,42.65,13.95,42.6,13.9,1.0
04265_01405,42.65,14.05,42.6,14.0,0.395
04275_01015,42.75,10.15,42.7,10.1,0.5866
04275_01025,42.75,10.25,42.7,10.2,0.5772
04275_01035,42.75,10.35,42.7,10.3,0.5486
04275_01045,42.75,10.45,42.7,10.4,0.2092
04275_01075,42.75,10.75,42.7,10.7,0.0917
04275_01085,42.75,10.85,42.7,10.8,0.3246
04275_01095,42.75,10.95,42.7,10.9,0.6663
04275_01105,42.75,11.05,42.7,11.0,1.0
04275_01115,42.75,11.15,42.7,11.1,1.0
04275_01125,42.75,11.25,42.7,11.2,1.0
04275_01135,42.75,11.35,42.7,11.3,1.0
04275_01145,42.75,11.45,42.7,11.4,1.0
04275_01155,42.75,11.55,42.7,11.5,1.0
04275_01165,42.75,11.65,42.7,11.6,1.0
04275_01175,42.75,11.75,42.7,11.7,1.0
04275_01185,42.75,11.85,42.7,11.8,1.0
04275_01195,42.75,11.95,42.7,11.9,1.0
04275_01205,42.75,12.05,42.7,12.0,1.0
04275_01215,42.75,12.15,42.7,12.1,1.0
04275_01225,42.75,12.25,42.7,12.2,1.0
04275_01235,42.75,12.35,42.7,12.3,1.0
04275_01245,42.75,12.45,42.7,12.4,1.0
04275_01255,42.75,12.55,42.7,12.5,1.0
04275_01265,42.75,12.65,42.7,12.6,1.0
04275_01275,42.75,12.75,42.7,12.7,1.0
04275_01285,42.75,12.85,42.7,12.8,1.0
04275_01295,42.75,12.95,42.7,12.9,1.0
04275_01305,42.75,13.05,42.7,13.0,1.0
04275_01315,42.75,13.15,42.7,13.1,1.0
04275_01325,42.75,13.25,42.7,13.2,1.0
04275_01335,42.75,13.35,42.7,13.3,1.0
04275_01345,42.75,13.45,42.7,13.4,1.0
04275_01355,42.75,13.55,42.7,13.5,1.0
04275_01365,42.75,13.65,42.7,13.6,1.0
04275_01375,42.75,13.75,42.7,13.7,1.0
04275_01385,42.75,13.85,42.7,13.8,1.0
04275_01395,42.75,13.95,42.7,13.9,0.7334
04285_01015,42.85,10.15,42.8,10.1,0.0597
04285_01025,42.85,10.25,42.8,10.2,0.077
04285_01035,42.85,10.35,42.8,10.3,0.1791
04285_01045,42.85,10.45,42.8,10.4,0.2241
04285_01075,42.85,10.75,42.8,10.7,0.2896
04285_01085,42.85,10.85,42.8,10.8,1.0
04285_01095,42.85,10.95,42.8,10.9,1.0
04285_01105,42.85,11.05,42.8,11.0,1.0
04285_01115,42.85,11.15,42.8,11.1,1.0
04285_01125,42.85,11.25,42.8,11.2,1.0
04285_01135,42.85,11.35,42.8,11.3,1.0
04285_01145,42.85,11.45,42.8,11.4,1.0
04285_01155,42.85,11.55,42.8,11.5,1.0
04285_01165,42.85,11.65,42.8,11.6,1.0
04285_01175,42.85,11.75,42.8,11.7,1.0
04285_01185,42.85,11.85,42.8,11.8,1.0
04285_01195,42.85,11.95,42.8,11.9,1.0
04285_01205,42.85,12.05,42.8,12.0,1.0
04285_01215,42.85,12.15,42.8,12.1,1.0
04285_01225,42.85,12.25,42.8,12.2,1.0
04285_01235,42.85,12.35,42.8,12.3,1.0
04285_01245,42.85,12.45,42.8,12.4,1.0
04285_01255,42.85,12.55,42.8,12.5,1.0
04285_01265,42.85,12.65,42.8,12.6,1.0
04285_01275,42.85,12.75,42.8,12.7,1.0
04285_01285,42.85,12.85,42.8,12.8,1.0
04285_01295,42.85,12.95,42.8,12.9,1.0
04285_01305,42.85,13.05,42.8,13.0,1.0
04285_01315,42.85,13.15,42.8,13.1,1.0
04285_01325,42.85,13.25,42.8,13.2,1.0
04285_01335,42.85,13.35,42.8,13.3,1.0
04285_01345,42.85,13.45,42.8,13.4,1.0
04285_01355,42.85,13.55,42.8,13.5,1.0
04285_01365,42.85,13.65,42.8,13.6,1.0
04285_01375,42.85,13.75,42.8,13.7,1.0
04285_01385,42.85,13.85,42.8,13.8,1.0
04285_01395,42.85,13.95,42.8,13.9,0.3004
04295_01045,42.95,10.45,42.9,10.4,0.0704
04295_01055,42.95,10.55,42.9,10.5,0.6047
04295_01065,42.95,10.65,42.9,10.6,0.4843
04295_01075,42.95,10.75,42.9,10.7,0.785
04295_01085,42.95,10.85,42.9,10.8,1.0
04295_01095,42.95,10.95,42.9,10.9,1.0
04295_01105,42.95,11.05,42.9,11.0,1.0
04295_01115,42.95,11.15,42.9,11.1,1.0
04295_01125,42.95,11.25,42.9,11.2,1.0
04295_01135,42.95,11.35,42.9,11.3,1.0
04295_01145,42.95,11.45,42.9,11.4,1.0
04295_01155,42.95,11.55,42.9,11.5,1.0
04295_01165,42.95,11.65,42.9,11.6,1.0
04295_01175,42.95,11.75,42.9,11.7,1.0
04295_01185,42.95,11.85,42.9,11.8,1.0
04295_01195,42.95,11.95,42.9,11.9,1.0
04295_01205,42.95,12.05,42.9,12.0,1.0
04295_01215,42.95,12.15,42.9,12.1,1.0
04295_01225,42.95,12.25,42.9,12.2,1.0
04295_01235,42.95,12.35,42.9,12.3,1.0
04295_01245,42.95,12.45,42.9,12.4,1.0
04295_01255,42.95,12.55,42.9,12.5,1.0
04295_01265,42.95,12.65,42.9,12.6,1.0
04295_01275,42.95,12.75,42.9,12.7,1.0
04295_01285,42.95,12.85,42.9,12.8,1.0
04295_01295,42.95,12.95,42.9,12.9,1.0
04295_01305,42.95,13.05,42.9,13.0,1.0
04295_01315,42.95,13.15,42.9,13.1,1.0
04295_01325,42.95,13.25,42.9,13.2,1.0
04295_01335,42.95,13.35,42.9,13.3,1.0
04295_01345,42.95,13.45,42.9,13.4,1.0
04295_01355,42.95,13.55,42.9,13.5,1.0
04295_01365,42.95,13.65,42.9,13.6,1.0
04295_01375,42.95,13.75,42.9,13.7,1.0
04295_01385,42.95,13.85,42.9,13.8,0.8753
04305_00985,43.05,9.85,43.0,9.8,0.2053
04305_01055,43.05,10.55,43.0,10.5,0.7167
04305_01065,43.05,10.65,43.0,10.6,1.0
04305_01075,43.05,10.75,43.0,10.7,1.0
04305_01085,43.05,10.85,43.0,10.8,1.0
04305_01095,43.05,10.95,43.0,10.9,1.0
04305_01105,43.05,11.05,43.0,11.0,1.0
04305_01115,43.05,11.15,43.0,11.1,1.0
04305_01125,43.05,11.25,43.0,11.2,1.0
04305_01135,43.05,11.35,43.0,11.3,1.0
04305_01145,43.05,11.45,43.0,11.4,1.0
04305_01155,43.05,11.55,43.0,11.5,1.0
04305_01165,43.05,11.65,43.0,11.6,1.0
04305_01175,43.05,11.75,43.0,11.7,1.0
04305_01185,43.05,11.85,43.0,11.8,1.0
04305_01195,43.05,11.95,43.0,11.9,1.0
04305_01205,43.05,12.05,43.0,12.0,1.0
04305_01215,43.05,12.15,43.0,12.1,1.0
04305_01225,43.05,12.25,43.0,12.2,1.0
04305_01235,43.05,12.35,43.0,12.3,1.0
04305_01245,43.05,12.45,43.0,12.4,1.0
04305_01255,43.05,12.55,43.0,12.5,1.0
04305_01265,43.05,12.65,43.0,12.6,1.0
04305_01275,43.05,12.75,43.0,12.7,1.0
04305_01285,43.05,12.85,43.0,12.8,1.0
04305_01295,43.05,12.95,43.0,12.9,1.0
04305_01305,43.05,13.05,43.0,13.0,1.0
04305_01315,43.05,13.15,43.0,13.1,1.0
04305_01325,43.05,13.25,43.0,13.2,1.0
04305_01335,43.05,13.35,43.0,13.3,1.0
04305_01345,43.05,13.45,43.0,13.4,1.0
04305_01355,43.05,13.55,43.0,13.5,1.0
04305_01365,43.05,13.65,43.0,13.6,1.0
04305_01375,43.05,13.75,43.0,13.7,1.0
04305_01385,43.05,13.85,43.0,13.8,0.5509
04315_01055,43.15,10.55,43.1,10.5,0.6162
04315_01065,43.15,10.65,43.1,10.6,1.0
04315_01075,43.15,10.75,43.1,10.7,1.0
04315_01085,43.15,10.85,43.1,10.8,1.0
04315_01095,43.15,10.95,43.1,10.9,1.0
04315_01105,43.15,11.05,43.1,11.0,1.0
04315_01115,43.15,11.15,43.1,11.1,1.0
04315_01125,43.15,11.25,43.1,11.2,1.0
04315_01135,43.15,11.35,43.1,11.3,1.0
04315_01145,43.15,11.45,43.1,11.4,1.0
04315_01155,43.15,11.55,43.1,11.5,1.0
04315_01165,43.15,11.65,43.1,11.6,1.0
04315_01175,43.15,11.75,43.1,11.7,1.0
04315_01185,43.15,11.85,43.1,11.8,1.0
04315_01195,43.15,11.95,43.1,11.9,1.0
04315_01205,43.15,12.05,43.1,12.0,1.0
04315_01215,43.15,12.15,43.1,12.1,1.0
04315_01225,43.15,12.25,43.1,12.2,1.0
04315_01235,43.15,12.35,43.1,12.3,1.0
04315_01245,43.15,12.45,43.1,12.4,1.0
04315_01255,43.15,12.55,43.1,12.5,1.0
04315_01265,43.15,12.65,43.1,12.6,1.0
04315_01275,43.15,12.75,43.1,12.7,1.0
04315_01285,43.15,12.85,43.1,12.8,1.0
04315_01295,43.15,12.95,43.1,12.9,1.0
04315_01305,43.15,13.05,43.1,13.0,1.0
04315_01315,43.15,13.15,43.1,13.1,1.0
04315_01325,43.15,13.25,43.1,13.2,1.0
04315_01335,43.15,13.35,43.1,13.3,1.0
04315_01345,43.15,13.45,43.1,13.4,1.0
04315_01355,43.15,13.55,43.1,13.5,1.0
04315_01365,43.15,13.65,43.1,13.6,1.0
04315_01375,43.15,13.75,43.1,13.7,0.992
04315_01385,43.15,13.85,43.1,13.8,0.1746
04325_01055,43.25,10.55,43.2,10.5,0.8023
04325_01065,43.25,10.65,43.2,10.6,1.0
04325_01075,43.25,10.75,43.2,10.7,1.0
04325_01085,43.25,10.85,43.2,10.8,1.0
04325_01095,43.25,10.95,43.2,10.9,1.0
04325_01105,43.25,11.05,43.2,11.0,1.0
04325_01115,43.25,11.15,43.2,11.1,1.0
04325_01125,43.25,11.25,43.2,11.2,1.0
04325_01135,43.25,11.35,43.2,11.3,1.0
04325_01145,43.25,11.45,43.2,11.4,1.0
04325_01155,43.25,11.55,43.2,11.5,1.0
04325_01165,43.25,11.65,43.2,11.6,1.0
04325_01175,43.25,11.75,43.2,11.7,1.0
04325_01185,43.25,11.85,43.2,11.8,1.0
04325_01195,43.25,11.95,43.2,11.9,1.0
04325_01205,43.25,12.05,43.2,12.0,1.0
04325_01215,43.25,12.15,43.2,12.1,1.0
04325_01225,43.25,12.25,43.2,12.2,1.0
04325_01235,43.25,12.35,43.2,12.3,1.0
04325_01245,43.25,12.45,43.2,12.4,1.0
04325_01255,43.25,12.55,43.2,12.5,1.0
04325_01265,43.25,12.65,43.2,12.6,1.0
04325_01275,43.25,12.75,43.2,12.7,1.0
04325_01285,43.25,12.85,43.2,12.8,1.0
04325_01295,43.25,12.95,43.2,12.9,1.0
04325_01305,43.25,13.05,43.2,13.0,1.0
04325_01315,43.25,13.15,43.2,13.1,1.0
04325_01325,43.25,13.25,43.2,13.2,1.0
04325_01335,43.25,13.35,43.2,13.3,1.0
04325_01345,43.25,13.45,43.2,13.4,1.0
04325_01355,43.25,13.55,43.2,13.5,1.0
04325_01365,43.25,13.65,43.2,13.6,1.0
04325_01375,43.25,13.75,43.2,13.7,0.6732
04335_01045,43.35,10.45,43.3,10.4,0.4952
04335_01055,43.35,10.55,43.3,10.5,1.0
04335_01065,43.35,10.65,43.3,10.6,1.0
04335_01075,43.35,10.75,43.3,10.7,1.0
04335_01085,43.35,10.85,43.3,10.8,1.0
04335_01095,43.35,10.95,43.3,10.9,1.0
04335_01105,43.35,11.05,43.3,11.0,1.0
04335_01115,43.35,11.15,43.3,11.1,1.0
04335_01125,43.35,11.25,43.3,11.2,1.0
04335_01135,43.35,11.35,43.3,11.3,1.0
04335_01145,43.35,11.45,43.3,11.4,1.0
04335_01155,43.35,11.55,43.3,11.5,1.0
04335_01165,43.35,11.65,43.3,11.6,1.0
04335_01175,43.35,11.75,43.3,11.7,1.0
04335_01185,43.35,11.85,43.3,11.8,1.0
04335_01195,43.35,11.95,43.3,11.9,1.0
04335_01205,43.35,12.05,43.3,12.0,1.0
04335_01215,43.35,12.15,43.3,12.1,1.0
04335_01225,43.35,12.25,43.3,12.2,1.0
04335_01235,43.35,12.35,43.3,12.3,1.0
04335_01245,43.35,12.45,43.3,12.4,1.0
04335_01255,43.35,12.55,43.3,12.5,1.0
04335_01265,43.35,12.65,43.3,12.6,1.0
04335_01275,43.35,12.75,43.3,12.7,1.0
04335_01285,43.35,12.85,43.3,12.8,1.0
04335_01295,43.35,12.95,43.3,12.9,1.0
04335_01305,43.35,13.05,43.3,13.0,1.0
04335_01315,43.35,13.15,43.3,13.1,1.0
04335_01325,43.35,13.25,43.3,13.2,1.0
04335_01335,43.35,13.35,43.3,13.3,1.0
04335_01345,43.35,13.45,43.3,13.4,1.0
04335_01355,43.35,13.55,43.3,13.5,1.0
04335_01365,43.35,13.65,43.3,13.6,0.9602
04335_01375,43.35,13.75,43.3,13.7,0.1004
04345_01035,43.45,10.35,43.4,10.3,0.3353
04345_01045,43.45,10.45,43.4,10.4,0.9884
04345_01055,43.45,10.55,43.4,10.5,1.0
04345_01065,43.45,10.65,43.4,10.6,1.0
04345_01075,43.45,10.75,43.4,10.7,1.0
04345_01085,43.45,10.85,43.4,10.8,1.0
04345_01095,43.45,10.95,43.4,10.9,1.0
04345_01105,43.45,11.05,43.4,11.0,1.0
04345_01115,43.45,11.15,43.4,11.1,1.0
04345_01125,43.45,11.25,43.4,11.2,1.0
04345_01135,43.45,11.35,43.4,11.3,1.0
04345_01145,43.45,11.45,43.4,11.4,1.0
04345_01155,43.45,11.55,43.4,11.5,1.0
04345_01165,43.45,11.65,43.4,11.6,1.0
04345_01175,43.45,11.75,43.4,11.7,1.0
04345_01185,43.45,11.85,43.4,11.8,1.0
04345_01195,43.45,11.95,43.4,11.9,1.0
04345_01205,43.45,12.05,43.4,12.0,1.0
04345_01215,43.45,12.15,43.4,12.1,1.0
04345_01225,43.45,12.25,43.4,12.2,1.0
04345_01235,43.45,12.35,43.4,12.3,1.0
04345_01245,43.45,12.45,43.4,12.4,1.0
04345_01255,43.45,12.55,43.4,12.5,1.0
04345_01265,43.45,12.65,43.4,12.6,1.0
04345_01275,43.45,12.75,43.4,12.7,1.0
04345_01285,43.45,12.85,43.4,12.8,1.0
04345_01295,43.45,12.95,43.4,12.9,1.0
04345_01305,43.45,13.05,43.4,13.0,1.0
04345_01315,43.45,13.15,43.4,13.1,1.0
04345_01325,43.45,13.25,43.4,13.2,1.0
04345_01335,43.45,13.35,43.4,13.3,1.0
04345_01345,43.45,13.45,43.4,13.4,1.0
04345_01355,43.45,13.55,43.4,13.5,1.0
04345_01365,43.45,13.65,43.4,13.6,0.5511
04355_01035,43.55,10.35,43.5,10.3,0.948
04355_01045,43.55,10.45,43.5,10.4,1.0
04355_01055,43.55,10.55,43.5,10.5,1.0
04355_01065,43.55,10.65,43.5,10.6,1.0
04355_01075,43.55,10.75,43.5,10.7,1.0
04355_01085,43.55,10.85,43.5,10.8,1.0
04355_01095,43.55,10.95,43.5,10.9,1.0
04355_01105,43.55,11.05,43.5,11.0,1.0
04355_01115,43.55,11.15,43.5,11.1,1.0
04355_01125,43.55,11.25,43.5,11.2,1.0
04355_01135,43.55,11.35,43.5,11.3,1.0
04355_01145,43.55,11.45,43.5,11.4,1.0
04355_01155,43.55,11.55,43.5,11.5,1.0
04355_01165,43.55,11.65,43.5,11.6,1.0
04355_01175,43.55,11.75,43.5,11.7,1.0
04355_01185,43.55,11.85,43.5,11.8,1.0
04355_01195,43.55,11.95,43.5,11.9,1.0
04355_01205,43.55,12.05,43.5,12.0,1.0
04355_01215,43.55,12.15,43.5,12.1,1.0
04355_01225,43.55,12.25,43.5,12.2,1.0
04355_01235,43.55,12.35,43.5,12.3,1.0
04355_01245,43.55,12.45,43.5,12.4,1.0
04355_01255,43.55,12.55,43.5,12.5,1.0
04355_01265,43.55,12.65,43.5,12.6,1.0
04355_01275,43.55,12.75,43.5,12.7,1.0
04355_01285,43.55,12.85,43.5,12.8,1.0
04355_01295,43.55,12.95,43.5,12.9,1.0
04355_01305,43.55,13.05,43.5,13.0,1.0
04355_01315,43.55,13.15,43.5,13.1,1.0
04355_01325,43.55,13.25,43.5,13.2,1.0
04355_01335,43.55,13.35,43.5,13.3,1.0
04355_01345,43.55,13.45,43.5,13.4,1.0
04355_01355,43.55,13.55,43.5,13.5,0.882
04355_01365,43.55,13.65,43.5,13.6,0.1386
04365_01025,43.65,10.25,43.6,10.2,0.171
04365_01035,43.65,10.35,43.6,10.3,1.0
04365_01045,43.65,10.45,43.6,10.4,1.0
04365_01055,43.65,10.55,43.6,10.5,1.0
04365_01065,43.65,10.65,43.6,10.6,1.0
04365_01075,43.65,10.75,43.6,10.7,1.0
04365_01085,43.65,10.85,43.6,10.8,1.0
04365_01095,43.65,10.95,43.6,10.9,1.0
04365_01105,43.65,11.05,43.6,11.0,1.0
04365_01115,43.65,11.15,43.6,11.1,1.0
04365_01125,43.65,11.25,43.6,11.2,1.0
04365_01135,43.65,11.35,43.6,11.3,1.0
04365_01145,43.65,11.45,43.6,11.4,1.0
04365_01155,43.65,11.55,43.6,11.5,1.0
04365_01165,43.65,11.65,43.6,11.6,1.0
04365_01175,43.65,11.75,43.6,11.7,1.0
04365_01185,43.65,11.85,43.6,11.8,1.0
04365_01195,43.65,11.95,43.6,11.9,1.0
04365_01205,43.65,12.05,43.6,12.0,1.0
04365_01215,43.65,12.15,43.6,12.1,1.0
04365_01225,43.65,12.25,43.6,12.2,1.0
04365_01235,43.65,12.35,43.6,12.3,1.0
04365_01245,43.65,12.45,43.6,12.4,1.0
04365_01255,43.65,12.55,43.6,12.5,1.0
04365_01265,43.65,12.65,43.6,12.6,1.0
04365_01275,43.65,12.75,43.6,12.7,1.0
04365_01285,43.65,12.85,43.6,12.8,1.0
04365_01295,43.65,12.95,43.6,12.9,1.0
04365_01305,43.65,13.05,43.6,13.0,1.0
04365_01315,43.65,13.15,43.6,13.1,1.0
04365_01325,43.65,13.25,43.6,13.2,0.9277
04365_01335,43.65,13.35,43.6,13.3,0.5159
04365_01345,43.65,13.45,43.6,13.4,0.1543
04365_01355,43.65,13.55,43.6,13.5,0.0952
04375_00755,43.75,7.55,43.7,7.5,0.0923
04375_00765,43.75,7.65,43.7,7.6,0.161
04375_01025,43.75,10.25,43.7,10.2,0.2699
04375_01035,43.75,10.35,43.7,10.3,1.0
04375_01045,43.75,10.45,43.7,10.4,1.0
04375_01055,43.75,10.55,43.7,10.5,1.0
04375_01065,43.75,10.65,43.7,10.6,1.0
04375_01075,43.75,10.75,43.7,10.7,1.0
04375_01085,43.75,10.85,43.7,10.8,1.0
04375_01095,43.75,10.95,43.7,10.9,1.0
04375_01105,43.75,11.05,43.7,11.0,1.0
04375_01115,43.75,11.15,43.7,11.1,1.0
04375_01125,43.75,11.25,43.7,11.2,1.0
04375_01135,43.75,11.35,43.7,11.3,1.0
04375_01145,43.75,11.45,43.7,11.4,1.0
04375_01155,43.75,11.55,43.7,11.5,1.0
04375_01165,43.75,11.65,43.7,11.6,1.0
04375_01175,43.75,11.75,43.7,11.7,1.0
04375_01185,43.75,11.85,43.7,11.8,1.0
04375_01195,43.75,11.95,43.7,11.9,1.0
04375_01205,43.75,12.05,43.7,12.0,1.0
04375_01215,43.75,12.15,43.7,12.1,1.0
04375_01225,43.75,12.25,43.7,12.2,1.0
04375_01235,43.75,12.35,43.7,12.3,1.0
04375_01245,43.75,12.45,43.7,12.4,1.0
04375_01255,43.75,12.55,43.7,12.5,1.0
04375_01265,43.75,12.65,43.7,12.6,1.0
04375_01275,43.75,12.75,43.7,12.7,1.0
04375_01285,43.75,12.85,43.7,12.8,1.0
04375_01295,43.75,12.95,43.7,12.9,1.0
04375_01305,43.75,13.05,43.7,13.0,0.9994
04375_01315,43.75,13.15,43.7,13.1,0.6431
04375_01325,43.75,13.25,43.7,13.2,0.0821
04385_00755,43.85,7.55,43.8,7.5,0.8725
04385_00765,43.85,7.65,43.8,7.6,1.0
04385_00775,43.85,7.75,43.8,7.7,0.9295
04385_00785,43.85,7.85,43.8,7.8,0.7186
04385_00795,43.85,7.95,43.8,7.9,0.4927
04385_00805,43.85,8.05,43.8,8.0,0.1371
04385_01025,43.85,10.25,43.8,10.2,0.5676
04385_01035,43.85,10.35,43.8,10.3,1.0
04385_01045,43.85,10.45,43.8,10.4,1.0
04385_01055,43.85,10.55,43.8,10.5,1.0
04385_01065,43.85,10.65,43.8,10.6,1.0
04385_01075,43.85,10.75,43.8,10.7,1.0
04385_01085,43.85,10.85,43.8,10.8,1.0
04385_01095,43.85,10.95,43.8,10.9,1.0
04385_01105,43.85,11.05,43.8,11.0,1.0
04385_01115,43.85,11.15,43.8,11.1,1.0
04385_01125,43.85,11.25,43.8,11.2,1.0
