cell_id,lat,lon,dem_px,quota_media,quota_min,quota_max,quota_sd,pendenza_media,q_000_300,q_300_600,q_600_900,q_900_1200,q_1200_1600,q_1600_2000,q_2000_su,esp_n,esp_ne,esp_e,esp_se,esp_s,esp_so,esp_o,esp_no,northness,eastness,frac_pendente
043012_013438,43.0125,13.4375,930,491.4,281.9,831.3,137.9,12.04,0.0323,0.7269,0.2409,0.0,0.0,0.0,0.0,0.2931,0.0538,0.0362,0.0439,0.0362,0.0176,0.1723,0.3469,0.514,-0.3342,0.9796
043012_013462,43.0125,13.4625,930,442.4,275.3,785.5,109.3,11.66,0.0656,0.8441,0.0903,0.0,0.0,0.0,0.0,0.2264,0.4084,0.1332,0.0033,0.0044,0.0444,0.0821,0.0977,0.5558,0.2492,0.9688
043012_013488,43.0125,13.4875,930,470.6,308.3,629.9,67.9,11.79,0.0,0.9806,0.0194,0.0,0.0,0.0,0.0,0.1122,0.1364,0.2376,0.0759,0.0891,0.0748,0.1232,0.1507,0.1206,0.1007,0.9774
043012_013512,43.0125,13.5125,930,409.6,284.1,546.1,53.4,9.27,0.0129,0.9871,0.0,0.0,0.0,0.0,0.0,0.1043,0.1372,0.2018,0.1372,0.1043,0.0952,0.1429,0.0771,-0.005,0.1345,0.9484
043012_013538,43.0125,13.5375,930,444.4,309.7,582.3,59.2,10.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1011,0.0824,0.0824,0.0956,0.0956,0.1736,0.1725,0.1967,0.0071,-0.2329,0.9785
043012_013562,43.0125,13.5625,930,399.2,241.0,546.3,63.8,10.44,0.0731,0.9269,0.0,0.0,0.0,0.0,0.0,0.1054,0.1899,0.1965,0.1603,0.0834,0.0977,0.0977,0.0692,0.0345,0.2262,0.9796
043012_013588,43.0125,13.5875,930,290.9,207.0,462.7,64.4,7.07,0.6118,0.3882,0.0,0.0,0.0,0.0,0.0,0.0078,0.0458,0.3098,0.4183,0.1307,0.0105,0.0105,0.0667,-0.3304,0.5915,0.8226
043038_010538,43.0375,10.5375,900,5.0,-1.4,21.6,5.7,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.1429,0.1818,0.0,0.039,0.4935,0.1039,0.0431,-0.2461,0.0856
043038_010562,43.0375,10.5625,900,11.3,2.9,56.5,6.2,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.0,0.0,0.0,0.5,0.2692,0.0,-0.2281,-0.4695,0.0289
043038_010588,43.0375,10.5875,930,35.3,6.5,157.6,31.6,2.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0066,0.0658,0.3487,0.3914,0.125,0.0461,-0.6489,-0.3968,0.3269
043038_010612,43.0375,10.6125,870,64.4,8.8,189.1,56.2,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754,0.0397,0.0972,0.2302,0.2976,0.1131,0.0813,0.0655,-0.3914,0.0727,0.5793
043038_010638,43.0375,10.6375,900,27.0,11.2,124.9,20.1,2.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195,0.2683,0.3756,0.2244,0.0829,0.0293,0.0,-0.5568,0.4723,0.2278
043038_010662,43.0375,10.6625,900,19.9,14.9,25.7,1.9,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043038_010688,43.0375,10.6875,900,25.0,19.5,33.4,2.5,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043038_010712,43.0375,10.7125,930,73.6,26.5,181.7,44.5,5.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.0391,0.071,0.0391,0.0444,0.0906,0.3908,0.1545,0.1765,-0.4436,0.6054
043038_010738,43.0375,10.7375,870,110.4,40.2,200.6,36.5,7.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078,0.2182,0.0963,0.0552,0.1451,0.1784,0.1117,0.0873,0.0096,-0.0112,0.8954
043038_010762,43.0375,10.7625,900,141.9,67.8,221.8,33.4,6.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0657,0.1788,0.1582,0.0973,0.1898,0.1959,0.073,-0.2015,-0.0518,0.9133
043038_010788,43.0375,10.7875,900,157.6,78.4,267.6,41.2,6.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0013,0.1144,0.2107,0.1027,0.1808,0.3368,0.052,-0.3447,-0.2301,0.8544
043038_010812,43.0375,10.8125,900,164.7,98.4,252.1,35.7,7.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0705,0.2475,0.1312,0.1027,0.1881,0.224,0.0173,-0.249,0.0096,0.8978
043038_010838,43.0375,10.8375,930,200.3,129.9,371.2,59.5,6.68,0.9054,0.0946,0.0,0.0,0.0,0.0,0.0,0.0385,0.0179,0.0357,0.136,0.1497,0.2102,0.3297,0.0824,-0.2924,-0.4056,0.7828
043038_010862,43.0375,10.8625,870,190.9,155.9,325.3,35.2,5.05,0.9828,0.0172,0.0,0.0,0.0,0.0,0.0,0.0902,0.1015,0.2857,0.2387,0.0658,0.047,0.0169,0.1541,-0.0212,0.383,0.6115
043038_010888,43.0375,10.8875,900,254.3,160.5,412.4,84.5,7.14,0.6856,0.3144,0.0,0.0,0.0,0.0,0.0,0.019,0.0155,0.0,0.0207,0.0915,0.3333,0.4491,0.0708,-0.2951,-0.7252,0.6433
043038_010912,43.0375,10.9125,900,354.6,250.2,458.4,46.4,9.82,0.1711,0.8289,0.0,0.0,0.0,0.0,0.0,0.1688,0.1338,0.21,0.0675,0.0975,0.1737,0.0988,0.05,0.0289,0.1023,0.8889
043038_010938,43.0375,10.9375,900,272.5,169.5,385.3,44.3,7.78,0.7711,0.2289,0.0,0.0,0.0,0.0,0.0,0.0461,0.1146,0.2279,0.1457,0.1208,0.1831,0.1432,0.0187,-0.225,0.1329,0.8922
043038_010962,43.0375,10.9625,930,222.0,103.5,334.2,56.4,7.69,0.9591,0.0409,0.0,0.0,0.0,0.0,0.0,0.021,0.0252,0.2241,0.2101,0.1387,0.2213,0.1317,0.028,-0.3781,0.1003,0.7677
043038_010988,43.0375,10.9875,870,308.3,142.8,442.0,62.5,11.37,0.4138,0.5862,0.0,0.0,0.0,0.0,0.0,0.1315,0.0023,0.0188,0.0669,0.2007,0.2312,0.1725,0.1761,-0.1586,-0.4072,0.9793
043038_011012,43.0375,11.0125,900,440.9,210.6,599.4,90.4,11.07,0.0711,0.9289,0.0,0.0,0.0,0.0,0.0,0.0091,0.0398,0.0375,0.1581,0.1797,0.2685,0.2309,0.0762,-0.3954,-0.3033,0.9767
043038_011038,43.0375,11.0375,900,491.7,314.9,604.8,53.7,9.42,0.0,0.9933,0.0067,0.0,0.0,0.0,0.0,0.1099,0.1331,0.1209,0.1306,0.16,0.1929,0.0855,0.0672,-0.1385,0.0413,0.91
043038_011062,43.0375,11.0625,900,468.0,306.0,577.0,46.2,8.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.091,0.1552,0.154,0.1342,0.1027,0.1015,0.1657,0.0957,-0.0032,0.0598,0.9522
043038_011088,43.0375,11.0875,930,577.6,394.0,793.9,73.8,10.29,0.0,0.6269,0.3731,0.0,0.0,0.0,0.0,0.1703,0.1055,0.0231,0.0242,0.0835,0.2385,0.2044,0.1505,0.0977,-0.3731,0.9785
043038_011112,43.0375,11.1125,870,555.0,417.8,791.4,70.1,8.33,0.0,0.7632,0.2368,0.0,0.0,0.0,0.0,0.1286,0.2321,0.35,0.1976,0.0298,0.0,0.0071,0.0548,0.1636,0.6113,0.9655
043038_011138,43.0375,11.1375,900,543.7,305.8,798.4,111.4,13.52,0.0,0.6833,0.3167,0.0,0.0,0.0,0.0,0.026,0.0294,0.1435,0.2237,0.1864,0.122,0.2,0.0689,-0.3322,-0.018,0.9833
043038_011162,43.0375,11.1625,900,463.7,342.1,686.3,62.1,9.86,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0567,0.1017,0.2612,0.2139,0.1324,0.0686,0.0485,0.117,-0.1288,0.3238,0.94
043038_011188,43.0375,11.1875,900,303.9,210.9,415.8,45.2,7.68,0.4567,0.5433,0.0,0.0,0.0,0.0,0.0,0.0988,0.1452,0.369,0.206,0.0798,0.0762,0.0202,0.0048,-0.0747,0.5485,0.9333
043038_011212,43.0375,11.2125,930,309.3,172.4,504.0,74.2,9.78,0.5118,0.4882,0.0,0.0,0.0,0.0,0.0,0.0332,0.0652,0.1407,0.0881,0.1499,0.381,0.1098,0.032,-0.3878,-0.1511,0.9398
043038_011238,43.0375,11.2375,870,333.9,210.5,431.3,47.0,8.58,0.2448,0.7552,0.0,0.0,0.0,0.0,0.0,0.0608,0.1021,0.1385,0.164,0.1604,0.147,0.1677,0.0595,-0.2156,0.0099,0.946
043038_011262,43.0375,11.2625,900,289.8,198.8,467.9,48.5,9.26,0.6144,0.3856,0.0,0.0,0.0,0.0,0.0,0.0481,0.1707,0.1526,0.1382,0.1394,0.1406,0.1358,0.0745,-0.107,0.0851,0.9244
043038_011288,43.0375,11.2875,900,329.4,191.7,470.0,62.0,9.38,0.2978,0.7022,0.0,0.0,0.0,0.0,0.0,0.0281,0.0258,0.0773,0.0925,0.1874,0.2681,0.1745,0.1464,-0.2956,-0.3159,0.9489
043038_011312,43.0375,11.3125,900,333.7,212.0,422.3,44.2,8.77,0.23,0.77,0.0,0.0,0.0,0.0,0.0,0.2094,0.2152,0.1634,0.0921,0.1266,0.1496,0.0207,0.023,0.0957,0.2478,0.9656
043038_011338,43.0375,11.3375,930,213.5,104.8,381.4,66.3,8.6,0.8667,0.1333,0.0,0.0,0.0,0.0,0.0,0.0563,0.1914,0.4065,0.1126,0.0845,0.1092,0.0259,0.0135,-0.0358,0.52,0.9548
043038_011362,43.0375,11.3625,870,123.5,88.5,239.8,34.6,4.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.011,0.1404,0.0307,0.0044,0.1732,0.5746,0.0504,-0.1221,-0.5649,0.5241
043038_011388,43.0375,11.3875,900,238.7,141.9,334.3,39.2,8.47,0.9533,0.0467,0.0,0.0,0.0,0.0,0.0,0.0887,0.0118,0.0343,0.2459,0.1879,0.1005,0.1584,0.1726,-0.2265,-0.1336,0.94
043038_011412,43.0375,11.4125,900,293.1,189.0,409.7,52.2,6.2,0.5367,0.4633,0.0,0.0,0.0,0.0,0.0,0.0197,0.0147,0.043,0.0909,0.1327,0.4152,0.1953,0.0885,-0.409,-0.4424,0.9044
043038_011438,43.0375,11.4375,900,379.2,276.7,497.0,53.6,6.57,0.0589,0.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.083,0.1306,0.1807,0.3529,0.2418,0.0061,-0.5135,-0.3271,0.91
043038_011462,43.0375,11.4625,930,465.8,337.5,606.9,52.8,7.84,0.0,0.9968,0.0032,0.0,0.0,0.0,0.0,0.12,0.1008,0.0204,0.0657,0.1053,0.1495,0.3386,0.0997,0.0194,-0.3898,0.9495
043038_011488,43.0375,11.4875,870,571.1,431.0,661.5,46.9,7.57,0.0,0.6414,0.3586,0.0,0.0,0.0,0.0,0.0742,0.1662,0.2583,0.1381,0.0281,0.078,0.1598,0.0972,0.0745,0.1909,0.8989
043038_011512,43.0375,11.5125,900,449.9,331.1,589.0,47.5,7.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0931,0.3409,0.2553,0.0528,0.0717,0.1308,0.0264,0.0289,0.1521,0.4132,0.8833
043038_011538,43.0375,11.5375,900,325.6,225.6,486.8,57.2,8.03,0.4078,0.5922,0.0,0.0,0.0,0.0,0.0,0.1115,0.3758,0.2594,0.0764,0.057,0.0679,0.0133,0.0388,0.2495,0.5013,0.9167
043038_011562,43.0375,11.5625,900,268.7,208.9,472.6,49.9,6.56,0.7878,0.2122,0.0,0.0,0.0,0.0,0.0,0.0317,0.0594,0.0806,0.0542,0.0489,0.0621,0.2814,0.3818,0.2133,-0.4479,0.8411
043038_011588,43.0375,11.5875,930,427.9,253.0,534.5,62.9,8.62,0.0376,0.9624,0.0,0.0,0.0,0.0,0.0,0.1607,0.0167,0.0379,0.154,0.0993,0.0179,0.2054,0.308,0.1847,-0.2859,0.9634
043038_011712,43.0375,11.7125,930,351.3,290.3,521.5,44.3,5.02,0.0323,0.9677,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0056,0.1303,0.1793,0.4132,0.1092,0.1204,-0.4269,-0.4121,0.7677
043038_011738,43.0375,11.7375,870,416.8,313.2,550.0,51.1,7.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0574,0.1067,0.1419,0.2603,0.2204,0.2016,-0.2585,-0.445,0.9805
043038_011762,43.0375,11.7625,900,550.2,423.6,678.7,63.9,8.79,0.0,0.7378,0.2622,0.0,0.0,0.0,0.0,0.0308,0.0296,0.1207,0.1195,0.0604,0.3373,0.2497,0.0521,-0.3047,-0.3062,0.9389
043038_011788,43.0375,11.7875,900,567.4,456.1,678.8,48.4,8.07,0.0,0.7133,0.2867,0.0,0.0,0.0,0.0,0.0493,0.1406,0.2812,0.0721,0.1094,0.1923,0.1178,0.0373,-0.1369,0.1548,0.9244
043038_011812,43.0375,11.8125,900,500.4,377.2,654.0,53.5,8.16,0.0,0.9656,0.0344,0.0,0.0,0.0,0.0,0.1055,0.2204,0.1351,0.1991,0.1908,0.0912,0.0249,0.0332,-0.1097,0.3432,0.9378
043038_011838,43.0375,11.8375,930,388.3,314.4,512.8,38.6,5.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2571,0.2749,0.0735,0.2026,0.1114,0.0,0.0142,0.0664,0.2552,0.3739,0.9075
043038_011862,43.0375,11.8625,870,315.4,264.4,382.8,30.2,4.16,0.3736,0.6264,0.0,0.0,0.0,0.0,0.0,0.238,0.2175,0.2568,0.1473,0.0822,0.0086,0.0205,0.0291,0.2212,0.4657,0.6713
043038_011888,43.0375,11.8875,900,294.9,258.7,382.0,28.3,5.38,0.6744,0.3256,0.0,0.0,0.0,0.0,0.0,0.106,0.0913,0.1738,0.1473,0.0339,0.0118,0.137,0.299,0.2503,-0.0004,0.7544
043038_012012,43.0375,12.0125,900,318.3,258.5,369.7,24.0,4.87,0.2311,0.7689,0.0,0.0,0.0,0.0,0.0,0.1066,0.122,0.2188,0.1823,0.1557,0.0884,0.0729,0.0533,-0.1114,0.2685,0.7922
043038_012038,43.0375,12.0375,900,271.7,260.2,332.0,12.1,2.06,0.9711,0.0289,0.0,0.0,0.0,0.0,0.0,0.1209,0.0952,0.1209,0.293,0.0952,0.0989,0.0659,0.1099,-0.1115,0.2029,0.3033
043038_012062,43.0375,12.0625,900,287.7,262.5,385.4,21.1,2.96,0.7778,0.2222,0.0,0.0,0.0,0.0,0.0,0.261,0.1809,0.0439,0.0,0.0827,0.0801,0.1964,0.155,0.3734,-0.2043,0.43
043038_012088,43.0375,12.0875,930,310.2,267.4,494.8,49.4,4.47,0.629,0.371,0.0,0.0,0.0,0.0,0.0,0.4676,0.1204,0.0532,0.0255,0.0093,0.0093,0.0764,0.2384,0.6983,-0.1208,0.4645
043038_012112,43.0375,12.1125,870,317.5,274.0,424.4,38.5,4.79,0.4736,0.5264,0.0,0.0,0.0,0.0,0.0,0.3049,0.0455,0.0644,0.1061,0.1269,0.1155,0.1098,0.1269,0.1464,-0.1037,0.6069
043038_012138,43.0375,12.1375,900,373.7,283.0,527.8,51.9,9.32,0.0611,0.9389,0.0,0.0,0.0,0.0,0.0,0.1559,0.0624,0.1139,0.0564,0.1127,0.0971,0.2374,0.1643,0.1127,-0.2207,0.9267
043038_012162,43.0375,12.1625,900,381.8,267.7,591.0,70.6,9.75,0.1144,0.8856,0.0,0.0,0.0,0.0,0.0,0.0559,0.0559,0.1445,0.2156,0.1853,0.1923,0.0816,0.0688,-0.341,0.0746,0.9533
043038_012188,43.0375,12.1875,900,330.5,248.0,568.5,67.7,8.41,0.4511,0.5489,0.0,0.0,0.0,0.0,0.0,0.0,0.0859,0.457,0.0573,0.0898,0.2565,0.0534,0.0,-0.2115,0.3167,0.8533
043038_012212,43.0375,12.2125,930,233.4,219.6,274.7,9.2,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.2083,0.0,0.0,0.0139,0.7361,0.0139,-0.0352,-0.5171,0.0774
043038_012238,43.0375,12.2375,870,259.3,216.8,342.0,25.5,4.34,0.9149,0.0851,0.0,0.0,0.0,0.0,0.0,0.0721,0.0468,0.1404,0.1053,0.0955,0.2105,0.2008,0.1287,-0.1152,-0.1938,0.5897
043038_012262,43.0375,12.2625,900,227.4,207.4,338.8,28.6,2.93,0.9622,0.0378,0.0,0.0,0.0,0.0,0.0,0.0217,0.2105,0.3498,0.1981,0.1115,0.065,0.0341,0.0093,-0.1108,0.5559,0.3589
043038_012288,43.0375,12.2875,900,232.8,208.7,267.5,14.9,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502,0.0296,0.0237,0.1739,0.081,0.1285,0.2253,0.1877,0.0074,-0.2927,0.5622
043038_012612,43.0375,12.6125,870,206.1,191.7,255.8,11.3,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2414,0.7586,0.0,-0.3242,-0.9284,0.0333
043038_012638,43.0375,12.6375,900,284.6,191.4,605.1,82.7,6.9,0.6544,0.3444,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546,0.695,0.2382,0.0121,-0.5588,-0.7522,0.7322
043038_012662,43.0375,12.6625,900,697.1,245.9,1250.1,260.6,20.0,0.0267,0.3978,0.3167,0.2356,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.1078,0.6933,0.1844,0.0144,-0.5638,-0.7331,1.0
043038_012688,43.0375,12.6875,900,1017.9,532.3,1267.6,179.8,15.91,0.0,0.0244,0.2422,0.5789,0.1544,0.0,0.0,0.0296,0.0946,0.1756,0.0718,0.3193,0.2315,0.0296,0.0479,-0.4232,0.066,0.9744
043038_012712,43.0375,12.7125,930,700.1,476.4,1048.5,133.4,18.13,0.0,0.2806,0.614,0.1054,0.0,0.0,0.0,0.0556,0.1123,0.3708,0.1091,0.0338,0.0425,0.1963,0.0796,0.0569,0.2533,0.986
043038_012738,43.0375,12.7375,870,598.5,352.1,788.1,94.2,13.83,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.1,0.1116,0.3477,0.2849,0.0547,0.0,0.0,0.1012,-0.0287,0.5649,0.9885
043038_012762,43.0375,12.7625,900,424.8,319.6,636.0,79.8,12.57,0.0,0.9678,0.0322,0.0,0.0,0.0,0.0,0.0548,0.0618,0.2075,0.1667,0.0839,0.148,0.2121,0.0653,-0.1652,-0.005,0.9533
043038_012788,43.0375,12.7875,900,633.3,364.7,1006.7,175.5,19.13,0.0,0.4833,0.4244,0.0922,0.0,0.0,0.0,0.0,0.0078,0.0368,0.078,0.1104,0.1338,0.447,0.1862,-0.1376,-0.6036,0.9967
043038_012812,43.0375,12.8125,900,933.5,576.9,1126.4,90.6,15.18,0.0,0.0044,0.2678,0.7278,0.0,0.0,0.0,0.071,0.1901,0.0916,0.2142,0.0859,0.0584,0.1741,0.1145,0.014,0.0739,0.97
043038_012838,43.0375,12.8375,900,847.3,716.0,955.7,51.1,9.03,0.0,0.0,0.8511,0.1489,0.0,0.0,0.0,0.1209,0.2207,0.1584,0.1172,0.0973,0.0798,0.1135,0.0923,0.1179,0.1567,0.8911
043038_012862,43.0375,12.8625,900,816.4,754.0,960.7,47.8,7.09,0.0,0.0,0.9189,0.0811,0.0,0.0,0.0,0.1508,0.1397,0.1905,0.219,0.1111,0.0413,0.1048,0.0429,-0.0184,0.2955,0.7
043038_012888,43.0375,12.8875,900,815.5,750.8,965.6,51.1,10.16,0.0,0.0,0.9144,0.0856,0.0,0.0,0.0,0.0471,0.0996,0.1857,0.1238,0.0942,0.2544,0.1359,0.0592,-0.2037,-0.0255,0.8256
043038_012912,43.0375,12.9125,900,755.3,749.1,829.9,8.3,1.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2794,0.1324,0.0,0.0,0.0,0.0,0.1912,0.3971,0.6895,-0.4014,0.0756
043038_012938,43.0375,12.9375,900,916.9,749.9,1280.2,146.8,13.88,0.0,0.0,0.5722,0.38,0.0478,0.0,0.0,0.0514,0.0398,0.0039,0.0051,0.0257,0.3239,0.3972,0.153,-0.0633,-0.7202,0.8644
043038_012962,43.0375,12.9625,900,1014.8,708.6,1312.7,160.2,18.09,0.0,0.0,0.2833,0.6,0.1167,0.0,0.0,0.1261,0.1216,0.1622,0.3277,0.1453,0.0282,0.0068,0.0822,-0.1302,0.41,0.9867
043038_012988,43.0375,12.9875,900,901.1,648.3,1177.0,137.2,21.46,0.0,0.0,0.5067,0.4933,0.0,0.0,0.0,0.205,0.0385,0.1087,0.1812,0.1699,0.0464,0.0193,0.231,0.0755,0.0588,0.9811
043038_013012,43.0375,13.0125,900,802.7,539.6,1065.4,112.4,17.55,0.0,0.0389,0.73,0.2311,0.0,0.0,0.0,0.1638,0.1138,0.0671,0.1354,0.1286,0.0444,0.0922,0.2548,0.1569,-0.0649,0.9767
043038_013038,43.0375,13.0375,900,634.3,472.4,916.4,116.7,19.15,0.0,0.4744,0.5156,0.01,0.0,0.0,0.0,0.1434,0.1699,0.1329,0.2994,0.141,0.0139,0.0428,0.0566,-0.0698,0.4201,0.9611
043038_013062,43.0375,13.0625,900,599.9,456.0,749.9,72.6,11.45,0.0,0.4933,0.5067,0.0,0.0,0.0,0.0,0.1062,0.1339,0.1155,0.0554,0.0127,0.0716,0.2841,0.2206,0.2648,-0.2405,0.9622
043038_013088,43.0375,13.0875,900,610.1,477.9,737.5,52.3,10.81,0.0,0.4344,0.5656,0.0,0.0,0.0,0.0,0.0798,0.1288,0.2326,0.0171,0.0296,0.0775,0.2794,0.1551,0.2016,-0.107,0.9744
043038_013112,43.0375,13.1125,900,785.0,579.8,1054.0,92.1,11.64,0.0,0.0078,0.8967,0.0956,0.0,0.0,0.0,0.2796,0.0541,0.0,0.0,0.0113,0.1161,0.3551,0.1838,0.3733,-0.5446,0.9856
043038_013138,43.0375,13.1375,900,878.1,688.0,1165.2,102.3,13.24,0.0,0.0,0.7011,0.2989,0.0,0.0,0.0,0.2648,0.2125,0.1173,0.1185,0.0557,0.0221,0.0801,0.1289,0.3703,0.1631,0.9567
043038_013162,43.0375,13.1625,900,726.0,637.5,1137.6,89.3,11.7,0.0,0.0,0.9344,0.0656,0.0,0.0,0.0,0.0975,0.262,0.1586,0.1269,0.0306,0.0529,0.2139,0.0576,0.1951,0.1372,0.9456
043038_013188,43.0375,13.1875,900,971.4,701.9,1183.5,115.2,15.7,0.0,0.0,0.2756,0.7244,0.0,0.0,0.0,0.096,0.0,0.0,0.0435,0.0982,0.1618,0.4107,0.1897,-0.0033,-0.6508,0.9956
043038_013212,43.0375,13.2125,900,1239.5,951.1,1503.1,104.4,11.36,0.0,0.0,0.0,0.3644,0.6356,0.0,0.0,0.1432,0.0512,0.0105,0.0047,0.0314,0.1478,0.2352,0.376,0.3165,-0.5606,0.9544
043038_013238,43.0375,13.2375,900,1110.7,675.0,1543.5,205.9,22.28,0.0,0.0,0.1989,0.4578,0.3433,0.0,0.0,0.1311,0.3525,0.296,0.0938,0.0497,0.0271,0.0056,0.0441,0.2746,0.5745,0.9833
043038_013262,43.0375,13.2625,900,682.6,532.0,1004.8,83.9,12.79,0.0,0.2,0.7889,0.0111,0.0,0.0,0.0,0.2251,0.192,0.256,0.1783,0.0537,0.0,0.0206,0.0743,0.2523,0.4531,0.9722
043038_013288,43.0375,13.2875,900,561.0,463.8,723.0,56.2,9.49,0.0,0.77,0.23,0.0,0.0,0.0,0.0,0.0986,0.1358,0.2368,0.2151,0.1094,0.113,0.0553,0.0361,-0.1269,0.343,0.9244
043038_013312,43.0375,13.3125,900,475.0,386.8,571.3,34.1,7.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1039,0.0566,0.1908,0.2132,0.1026,0.0816,0.0974,0.1539,-0.0665,0.1311,0.8444
043038_013338,43.0375,13.3375,900,441.7,343.3,603.4,59.1,8.92,0.0,0.9989,0.0011,0.0,0.0,0.0,0.0,0.1626,0.2257,0.1789,0.1602,0.1579,0.0444,0.0105,0.0596,0.0782,0.3631,0.95
043038_013362,43.0375,13.3625,900,417.3,317.1,540.2,52.5,8.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1548,0.1839,0.0384,0.0745,0.1735,0.142,0.1024,0.1304,0.043,-0.0719,0.9544
043038_013388,43.0375,13.3875,900,421.4,299.5,603.1,68.1,11.91,0.0022,0.9956,0.0022,0.0,0.0,0.0,0.0,0.1738,0.1569,0.0519,0.1501,0.1321,0.0384,0.1196,0.1772,0.155,-0.006,0.9844
043038_013412,43.0375,13.4125,900,391.2,268.9,594.2,75.1,10.57,0.1311,0.8689,0.0,0.0,0.0,0.0,0.0,0.2374,0.1838,0.0514,0.1358,0.1621,0.129,0.0148,0.0856,0.0614,0.1241,0.9733
043038_013438,43.0375,13.4375,900,379.8,243.7,594.9,78.8,12.25,0.2111,0.7889,0.0,0.0,0.0,0.0,0.0,0.2193,0.0773,0.0409,0.175,0.2818,0.0318,0.008,0.1659,-0.0339,0.0738,0.9778
043038_013462,43.0375,13.4625,900,290.4,227.7,427.4,45.2,7.45,0.6678,0.3322,0.0,0.0,0.0,0.0,0.0,0.0993,0.0644,0.2725,0.1034,0.0161,0.0336,0.1772,0.2336,0.1847,0.0174,0.8278
043038_013488,43.0375,13.4875,900,383.8,267.7,579.2,63.6,9.8,0.0933,0.9067,0.0,0.0,0.0,0.0,0.0,0.2075,0.109,0.1583,0.0129,0.0422,0.1196,0.1911,0.1594,0.2736,-0.1465,0.9478
043038_013512,43.0375,13.5125,900,295.8,191.9,449.8,54.9,7.87,0.5567,0.4433,0.0,0.0,0.0,0.0,0.0,0.1134,0.25,0.3426,0.0868,0.0,0.0208,0.1308,0.0556,0.2678,0.4128,0.96
043038_013538,43.0375,13.5375,900,356.7,198.7,501.7,60.3,9.76,0.1878,0.8122,0.0,0.0,0.0,0.0,0.0,0.0971,0.1657,0.1886,0.0503,0.0263,0.0891,0.2457,0.1371,0.1878,-0.0675,0.9722
043038_013562,43.0375,13.5625,900,336.8,217.9,440.9,43.1,9.51,0.2211,0.7789,0.0,0.0,0.0,0.0,0.0,0.1667,0.0954,0.0609,0.1701,0.0724,0.1379,0.0897,0.2069,0.1036,-0.0871,0.9667
043038_013588,43.0375,13.5875,900,313.1,207.0,487.0,61.1,8.8,0.4678,0.5322,0.0,0.0,0.0,0.0,0.0,0.1667,0.25,0.0613,0.1574,0.1377,0.0775,0.0567,0.0926,0.1171,0.1685,0.96
043062_010538,43.0625,10.5375,870,7.3,0.0,25.8,7.1,1.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467,0.04,0.0,0.0267,0.7867,0.0,0.0308,-0.6289,0.0862
043062_010562,43.0625,10.5625,870,36.7,5.6,110.8,18.5,1.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0845,0.2254,0.6197,0.0634,-0.2534,-0.8343,0.1632
043062_010588,43.0625,10.5875,899,157.1,50.3,377.2,69.3,10.04,0.9522,0.0478,0.0,0.0,0.0,0.0,0.0,0.1306,0.0416,0.0059,0.0487,0.1164,0.2221,0.2589,0.1758,-0.0249,-0.479,0.9366
