cell_id,parent_id,lat_min,lon_min,quota_media,delta_quota,bosco_frac,northness,idoneita_ospite,macroregione
046388_013488,04635_01345,46.375,13.475,1500.4,63.3,0.73271,0.2781,0.763,alpino
046388_013512,04635_01355,46.375,13.5,1630.0,611.6,0.55805,0.5744,0.6226,alpino
046388_013538,04635_01355,46.375,13.525,1474.8,456.4,0.43152,0.171,0.7932,alpino
046388_013562,04635_01355,46.375,13.55,1263.8,245.4,0.57678,-0.1565,0.8088,alpino
046412_009338,04645_00935,46.4,9.325,1478.0,-501.1,0.72978,0.1173,0.6256,alpino
046412_009362,04645_00935,46.4,9.35,1636.0,-343.1,0.40414,-0.2069,0.5287,alpino
046412_009388,04645_00935,46.4,9.375,2171.5,192.4,0.21053,-0.1315,0.145,alpino
046412_010338,04645_01035,46.4,10.325,1627.6,-197.5,0.78383,-0.0947,0.5278,alpino
046412_010362,04645_01035,46.4,10.35,1554.6,-270.5,0.80536,0.0832,0.5524,alpino
046412_010462,04645_01045,46.4,10.45,2126.4,-145.1,0.50179,0.6194,0.1605,alpino
046412_010488,04645_01045,46.4,10.475,1963.4,-308.1,0.56015,0.1482,0.2509,alpino
046412_010812,04645_01085,46.4,10.8,1588.7,-534.9,0.66667,-0.3567,0.572,alpino
046412_010838,04645_01085,46.4,10.825,1564.9,-558.7,0.66792,-0.5711,0.5601,alpino
046412_010862,04645_01085,46.4,10.85,1995.3,-128.3,0.61878,-0.5303,0.2686,alpino
046412_010912,04645_01095,46.4,10.9,1978.7,94.2,0.33525,0.3323,0.2595,alpino
046412_010938,04645_01095,46.4,10.925,1607.4,-277.1,0.74952,0.2185,0.5545,alpino
046412_010962,04645_01095,46.4,10.95,1365.6,-518.9,0.77592,-0.1493,0.7228,alpino
046412_010988,04645_01095,46.4,10.975,1138.8,-745.7,0.73502,-0.2466,0.7718,alpino
046412_011012,04645_01105,46.4,11.0,882.9,-384.3,0.55641,-0.4898,0.6243,alpino
046412_011038,04645_01105,46.4,11.025,906.0,-361.2,0.85687,-0.1547,0.6523,alpino
046412_011062,04645_01105,46.4,11.05,1111.4,-155.8,0.70818,-0.4097,0.6905,alpino
046412_011088,04645_01105,46.4,11.075,751.0,-516.2,0.19672,-0.3809,0.5331,alpino
046412_011112,04645_01115,46.4,11.1,859.4,-359.0,0.59195,0.3172,0.6259,alpino
046412_011138,04645_01115,46.4,11.125,984.8,-233.6,0.15414,-0.075,0.7468,alpino
046412_011162,04645_01115,46.4,11.15,1168.0,-50.4,0.87687,-0.1378,0.75,alpino
046412_011188,04645_01115,46.4,11.175,1304.5,86.1,0.81041,0.0007,0.755,alpino
046412_011212,04645_01125,46.4,11.2,1226.9,491.1,0.85982,0.0289,0.8524,alpino
046412_011238,04645_01125,46.4,11.225,525.0,-210.8,0.26692,-0.1726,0.6877,prealpino
046412_011262,04645_01125,46.4,11.25,396.7,-339.1,0.58444,-0.2345,0.5872,prealpino
046412_011288,04645_01125,46.4,11.275,546.1,-189.7,0.84415,0.0902,0.6941,prealpino
046412_011312,04645_01135,46.4,11.3,247.4,-406.4,0.14889,-0.0531,0.2864,prealpino
046412_011338,04645_01135,46.4,11.325,498.2,-155.6,0.61524,0.2981,0.57,prealpino
046412_011362,04645_01135,46.4,11.35,982.9,329.1,0.95057,0.0876,0.7573,alpino
046412_011388,04645_01135,46.4,11.375,1144.9,491.1,0.85897,-0.066,0.7733,alpino
046412_011412,04645_01145,46.4,11.4,1281.8,210.2,0.63296,-0.0212,0.7713,alpino
046412_011438,04645_01145,46.4,11.425,1354.6,283.0,0.49436,0.0725,0.75,alpino
046412_011462,04645_01145,46.4,11.45,1320.0,248.4,0.6109,0.2393,0.75,alpino
046412_011488,04645_01145,46.4,11.475,1123.3,51.7,0.8609,0.3089,0.7477,alpino
046412_011512,04645_01155,46.4,11.5,1342.8,-140.4,0.88971,0.1422,0.7429,alpino
046412_011538,04645_01155,46.4,11.525,1464.9,-18.3,0.87947,0.3278,0.7095,alpino
046412_011562,04645_01155,46.4,11.55,1499.3,16.1,0.91271,0.3465,0.6682,alpino
046412_011588,04645_01155,46.4,11.575,1664.4,181.2,0.68022,0.1003,0.4651,alpino
046412_011612,04645_01165,46.4,11.6,1960.6,-68.6,0.29699,-0.4006,0.2815,alpino
046412_011638,04645_01165,46.4,11.625,1942.7,-86.5,0.53704,-0.3877,0.2736,alpino
046412_011662,04645_01165,46.4,11.65,1503.7,-525.5,0.56788,-0.3456,0.6709,alpino
046412_011688,04645_01165,46.4,11.675,1542.5,-486.7,0.75836,0.1674,0.6083,alpino
046412_011712,04645_01175,46.4,11.7,1869.0,-87.3,0.5948,0.3306,0.3758,alpino
046412_011738,04645_01175,46.4,11.725,1893.7,-62.6,0.82309,0.211,0.3116,alpino
046412_011762,04645_01175,46.4,11.75,2148.8,192.5,0.38722,0.4492,0.1675,alpino
046412_011888,04645_01185,46.4,11.875,2009.4,-246.7,0.41445,0.269,0.2505,alpino
046412_011912,04645_01195,46.4,11.9,1908.4,200.3,0.40037,0.5118,0.3136,alpino
046412_011938,04645_01195,46.4,11.925,1781.8,73.7,0.53195,0.6092,0.4069,alpino
046412_011962,04645_01195,46.4,11.95,1851.4,143.3,0.45167,0.2096,0.3607,alpino
046412_011988,04645_01195,46.4,11.975,1667.0,-41.1,0.78245,0.1192,0.5228,alpino
046412_012012,04645_01205,46.4,12.0,1159.3,-628.5,0.61809,-0.0357,0.7749,alpino
046412_012038,04645_01205,46.4,12.025,1498.8,-289.0,0.83051,-0.4256,0.6312,alpino
046412_012062,04645_01205,46.4,12.05,1856.5,68.7,0.59889,-0.0269,0.371,alpino
046412_012088,04645_01205,46.4,12.075,1749.6,-38.2,0.82443,-0.2867,0.4482,alpino
046412_012112,04645_01215,46.4,12.1,1865.6,116.5,0.52142,-0.204,0.3662,alpino
046412_012162,04645_01215,46.4,12.15,1904.6,155.5,0.50654,0.0812,0.3549,alpino
046412_012188,04645_01215,46.4,12.175,1719.3,-29.8,1.0,0.3007,0.546,alpino
046412_012212,04645_01225,46.4,12.2,1420.4,-222.6,1.0,0.555,0.8591,alpino
046412_012238,04645_01225,46.4,12.225,1093.9,-549.1,0.86852,0.298,0.9058,alpino
046412_012262,04645_01225,46.4,12.25,1061.4,-581.6,0.77486,-0.0876,0.8721,alpino
046412_012288,04645_01225,46.4,12.275,1076.5,-566.5,0.96642,-0.171,0.8621,alpino
046412_012312,04645_01235,46.4,12.3,932.4,-348.9,0.86629,-0.0655,0.7356,alpino
046412_012338,04645_01235,46.4,12.325,841.5,-439.8,0.61278,-0.3104,0.6008,alpino
046412_012362,04645_01235,46.4,12.35,849.5,-431.8,0.77592,-0.128,0.6381,alpino
046412_012388,04645_01235,46.4,12.375,864.3,-417.0,0.77632,0.249,0.5905,alpino
046412_012412,04645_01245,46.4,12.4,1478.9,161.1,0.62335,0.2951,0.651,alpino
046412_012438,04645_01245,46.4,12.425,1432.4,114.6,0.96462,0.3122,0.6776,alpino
046412_012462,04645_01245,46.4,12.45,1595.8,278.0,0.5188,0.0137,0.5827,alpino
046412_012538,04645_01255,46.4,12.525,1636.1,112.8,0.27204,0.426,0.6748,alpino
046412_012562,04645_01255,46.4,12.55,1397.9,-125.4,0.46654,0.3744,0.8131,alpino
046412_012588,04645_01255,46.4,12.575,950.9,-572.4,0.58053,-0.229,0.8402,alpino
046412_012612,04645_01265,46.4,12.6,1163.1,-447.9,0.96053,-0.5518,0.8527,alpino
046412_012638,04645_01265,46.4,12.625,1421.4,-189.6,0.73881,-0.5899,0.7905,alpino
046412_012662,04645_01265,46.4,12.65,1473.2,-137.8,0.75514,-0.6475,0.7847,alpino
046412_012688,04645_01265,46.4,12.675,1589.2,-21.8,0.71241,-0.4092,0.7038,alpino
046412_012712,04645_01275,46.4,12.7,1556.8,210.7,0.43365,-0.1618,0.7409,alpino
046412_012738,04645_01275,46.4,12.725,1350.3,4.2,0.66977,-0.3061,0.8896,alpino
046412_012762,04645_01275,46.4,12.75,967.1,-379.0,0.85338,-0.255,0.8508,alpino
046412_012788,04645_01275,46.4,12.775,654.4,-691.7,0.65789,0.1543,0.5739,alpino
046412_012812,04645_01285,46.4,12.8,561.2,-284.2,0.60111,-0.3981,0.6987,prealpino
046412_012838,04645_01285,46.4,12.825,608.8,-236.6,0.50375,-0.7078,0.4902,alpino
046412_012862,04645_01285,46.4,12.85,497.8,-347.6,0.39962,-0.566,0.6475,prealpino
046412_012888,04645_01285,46.4,12.875,427.8,-417.6,0.38722,-0.3431,0.6029,prealpino
046412_012912,04645_01295,46.4,12.9,398.1,-601.3,0.4026,-0.2485,0.5514,prealpino
046412_012938,04645_01295,46.4,12.925,518.3,-481.1,0.28759,-0.3413,0.6542,prealpino
046412_012962,04645_01295,46.4,12.95,583.9,-415.5,0.51032,-0.1782,0.7339,prealpino
046412_012988,04645_01295,46.4,12.975,593.8,-405.6,0.58647,-0.3924,0.7615,prealpino
046412_013012,04645_01305,46.4,13.0,377.4,-373.9,0.32836,-0.1582,0.6279,prealpino
046412_013038,04645_01305,46.4,13.025,632.5,-118.8,0.76449,-0.0948,0.5474,alpino
046412_013062,04645_01305,46.4,13.05,903.5,152.2,0.83521,-0.019,0.7246,alpino
046412_013088,04645_01305,46.4,13.075,1135.2,383.9,0.84457,0.403,0.8466,alpino
046412_013112,04645_01315,46.4,13.1,885.9,-111.3,0.91918,0.1303,0.7544,alpino
046412_013138,04645_01315,46.4,13.125,626.2,-371.0,0.66605,-0.0606,0.5217,alpino
046412_013162,04645_01315,46.4,13.15,612.7,-384.5,0.84644,-0.2408,0.5154,alpino
046412_013188,04645_01315,46.4,13.175,515.6,-481.6,0.55783,-0.5139,0.7002,prealpino
046412_013212,04645_01325,46.4,13.2,526.0,-595.5,0.81801,-0.2334,0.7036,prealpino
046412_013238,04645_01325,46.4,13.225,1136.5,15.0,0.66917,-0.4119,0.7936,alpino
046412_013262,04645_01325,46.4,13.25,915.6,-205.9,0.80863,-0.3596,0.798,alpino
046412_013288,04645_01325,46.4,13.275,966.5,-155.0,0.67473,-0.4141,0.7781,alpino
046412_013312,04645_01335,46.4,13.3,635.0,-441.6,0.6847,-0.0005,0.4955,alpino
046412_013338,04645_01335,46.4,13.325,980.3,-96.3,0.73308,-0.0635,0.7807,alpino
046412_013362,04645_01335,46.4,13.35,1111.4,34.8,0.49624,-0.6197,0.7005,alpino
046412_013388,04645_01335,46.4,13.375,1312.2,235.6,0.23308,-0.5787,0.5829,alpino
046412_013412,04645_01345,46.4,13.4,1373.7,-96.8,0.50279,-0.6893,0.6543,alpino
046412_013438,04645_01345,46.4,13.425,1510.9,40.4,0.42589,-0.8037,0.7389,alpino
046412_013462,04645_01345,46.4,13.45,1884.7,414.2,0.1576,-0.4201,0.3828,alpino
046412_013488,04645_01345,46.4,13.475,1899.2,428.7,0.21869,-0.3422,0.4043,alpino
046412_013512,04645_01355,46.4,13.5,1498.0,193.1,0.48321,-0.5915,0.7734,alpino
046412_013538,04645_01355,46.4,13.525,1252.8,-52.1,0.63128,-0.2379,0.9221,alpino
046412_013562,04645_01355,46.4,13.55,1202.8,-102.1,0.65478,0.2966,0.9457,alpino
046412_013588,04645_01355,46.4,13.575,1180.4,-124.5,0.44737,-0.2402,0.8195,alpino
046438_009238,04645_00925,46.425,9.225,2212.9,-0.9,0.20489,-0.4565,0.1716,alpino
046438_009312,04645_00935,46.425,9.3,1835.6,-143.5,0.41894,0.2059,0.374,alpino
046438_009338,04645_00935,46.425,9.325,1504.1,-475.0,0.52444,-0.0847,0.6329,alpino
046438_009362,04645_00935,46.425,9.35,1707.7,-271.4,0.53759,0.0369,0.4711,alpino
046438_010338,04645_01035,46.425,10.325,1782.5,-42.6,0.62183,-0.0148,0.4156,alpino
046438_010362,04645_01035,46.425,10.35,1329.0,-496.1,0.45247,0.1624,0.7203,alpino
046438_010388,04645_01035,46.425,10.375,1974.5,149.4,0.53832,0.4456,0.2539,alpino
046438_010438,04645_01045,46.425,10.425,1880.6,-390.9,0.71617,0.5102,0.349,alpino
046438_010462,04645_01045,46.425,10.45,1977.4,-294.1,0.72846,-0.3971,0.2738,alpino
046438_010888,04645_01085,46.425,10.875,2119.5,-4.1,0.19963,-0.1997,0.1624,alpino
046438_010912,04645_01095,46.425,10.9,2081.9,197.4,0.40653,-0.3109,0.2212,alpino
046438_010938,04645_01095,46.425,10.925,1977.0,92.5,0.37951,-0.7683,0.2552,alpino
046438_010962,04645_01095,46.425,10.95,2087.0,202.5,0.13194,-0.0025,0.1527,alpino
046438_010988,04645_01095,46.425,10.975,1652.5,-232.0,0.59962,0.0427,0.5621,alpino
046438_011012,04645_01105,46.425,11.0,1074.4,-192.8,0.71403,-0.0661,0.7284,alpino
046438_011038,04645_01105,46.425,11.025,971.6,-295.6,0.76128,-0.3645,0.7042,alpino
046438_011062,04645_01105,46.425,11.05,1223.9,-43.3,0.79886,0.1788,0.7917,alpino
046438_011088,04645_01105,46.425,11.075,1119.0,-148.2,0.59586,-0.5287,0.7247,alpino
046438_011112,04645_01115,46.425,11.1,840.6,-377.8,0.39411,-0.4637,0.5675,alpino
046438_011138,04645_01115,46.425,11.125,985.4,-233.0,0.29755,-0.1327,0.7187,alpino
046438_011162,04645_01115,46.425,11.15,1226.8,8.4,0.84644,0.0776,0.75,alpino
046438_011188,04645_01115,46.425,11.175,1440.5,222.1,0.73308,-0.1261,0.7438,alpino
046438_011212,04645_01125,46.425,11.2,1477.6,741.8,0.77523,-0.1058,0.6613,alpino
046438_011238,04645_01125,46.425,11.225,768.5,32.7,0.84771,-0.1791,0.6136,alpino
046438_011262,04645_01125,46.425,11.25,438.1,-297.7,0.34138,-0.0659,0.5184,prealpino
046438_011288,04645_01125,46.425,11.275,526.6,-209.2,0.881,0.1612,0.5659,prealpino
046438_011312,04645_01135,46.425,11.3,344.4,-309.4,0.41165,0.0617,0.4184,prealpino
046438_011338,04645_01135,46.425,11.325,253.5,-400.3,0.12271,0.1289,0.2837,prealpino
046438_011362,04645_01135,46.425,11.35,857.1,203.3,0.91714,0.1398,0.6628,alpino
046438_011388,04645_01135,46.425,11.375,1352.5,698.7,0.85527,-0.2941,0.756,alpino
046438_011412,04645_01145,46.425,11.4,1262.0,190.4,0.86091,0.2692,0.757,alpino
046438_011438,04645_01145,46.425,11.425,1257.8,186.2,0.91148,0.3544,0.7411,alpino
046438_011462,04645_01145,46.425,11.45,1020.5,-51.1,0.85846,0.1371,0.7218,alpino
046438_011488,04645_01145,46.425,11.475,1243.9,172.3,0.78008,-0.3107,0.7422,alpino
046438_011512,04645_01155,46.425,11.5,1422.4,-60.8,0.9581,-0.44,0.6646,alpino
046438_011538,04645_01155,46.425,11.525,1400.4,-82.8,0.81447,-0.2983,0.71,alpino
046438_011562,04645_01155,46.425,11.55,1538.6,55.4,0.9812,-0.0594,0.641,alpino
046438_011588,04645_01155,46.425,11.575,1737.9,254.7,0.6107,-0.1247,0.4204,alpino
046438_011662,04645_01165,46.425,11.65,1837.0,-192.2,0.8895,-0.142,0.3842,alpino
046438_011688,04645_01165,46.425,11.675,1456.0,-573.2,0.46429,-0.2256,0.6872,alpino
046438_011712,04645_01175,46.425,11.7,1827.2,-129.1,0.86754,-0.1329,0.3795,alpino
046438_011788,04645_01175,46.425,11.775,2186.6,230.3,0.28464,0.2827,0.1238,alpino
046438_011812,04645_01185,46.425,11.8,2159.3,-96.8,0.39147,0.0002,0.1526,alpino
046438_011912,04645_01195,46.425,11.9,1773.2,65.1,0.55948,-0.3909,0.4332,alpino
046438_011938,04645_01195,46.425,11.925,1881.5,173.4,0.30943,-0.6068,0.3541,alpino
046438_011962,04645_01195,46.425,11.95,1572.4,-135.7,0.59699,-0.2711,0.5485,alpino
046438_011988,04645_01195,46.425,11.975,1211.8,-496.3,0.70896,0.0573,0.7496,alpino
046438_012012,04645_01205,46.425,12.0,1309.9,-477.9,0.74164,-0.2259,0.7337,alpino
046438_012038,04645_01205,46.425,12.025,1605.5,-182.3,0.83083,0.4743,0.5524,alpino
046438_012062,04645_01205,46.425,12.05,1568.4,-219.4,0.76271,0.2342,0.6208,alpino
046438_012088,04645_01205,46.425,12.075,1694.5,-93.3,0.77256,-0.0484,0.5016,alpino
046438_012112,04645_01215,46.425,12.1,1791.9,42.8,0.5342,-0.2067,0.4239,alpino
046438_012138,04645_01215,46.425,12.125,2025.3,276.2,0.14313,0.214,0.2263,alpino
046438_012162,04645_01215,46.425,12.15,1670.2,-78.9,0.53358,0.2893,0.5976,alpino
046438_012188,04645_01215,46.425,12.175,1321.8,-427.3,0.99811,0.5451,0.9013,alpino
046438_012212,04645_01225,46.425,12.2,1029.2,-613.8,0.75046,0.1055,0.8685,alpino
046438_012238,04645_01225,46.425,12.225,1352.6,-290.4,0.61495,-0.6909,0.6669,alpino
046438_012262,04645_01225,46.425,12.25,1898.6,255.6,0.49906,-0.7611,0.4115,alpino
046438_012288,04645_01225,46.425,12.275,1774.1,131.1,0.37266,-0.5256,0.5157,alpino
046438_012312,04645_01235,46.425,12.3,1543.7,262.4,0.73308,-0.4933,0.7402,alpino
046438_012338,04645_01235,46.425,12.325,1456.0,174.7,0.96289,-0.3456,0.7321,alpino
046438_012362,04645_01235,46.425,12.35,1153.1,-128.2,0.76735,-0.4144,0.7227,alpino
046438_012388,04645_01235,46.425,12.375,770.7,-510.6,0.41588,-0.0787,0.5441,alpino
046438_012412,04645_01245,46.425,12.4,1002.2,-315.6,0.91264,0.4914,0.6602,alpino
046438_012438,04645_01245,46.425,12.425,1291.8,-26.0,0.78571,0.0771,0.7012,alpino
046438_012462,04645_01245,46.425,12.45,1972.1,654.3,0.30712,0.2104,0.2626,alpino
046438_012512,04645_01255,46.425,12.5,1654.6,131.3,0.24385,0.1699,0.6413,alpino
046438_012538,04645_01255,46.425,12.525,1168.8,-354.5,0.75701,-0.0112,0.9313,alpino
046438_012562,04645_01255,46.425,12.55,1276.4,-246.9,0.80934,-0.5841,0.8559,alpino
046438_012588,04645_01255,46.425,12.575,1393.4,-129.9,0.92843,-0.4322,0.783,alpino
046438_012612,04645_01265,46.425,12.6,1760.2,149.2,0.72711,-0.3417,0.524,alpino
046438_012662,04645_01265,46.425,12.65,1847.4,236.4,0.30263,0.4449,0.4176,alpino
046438_012688,04645_01265,46.425,12.675,1490.0,-121.0,0.75281,0.49,0.7824,alpino
046438_012712,04645_01275,46.425,12.7,1238.3,-107.8,0.8715,0.5479,0.879,alpino
046438_012738,04645_01275,46.425,12.725,1313.7,-32.4,0.94737,0.3828,0.9212,alpino
046438_012762,04645_01275,46.425,12.75,1392.8,46.7,0.89286,0.3331,0.7685,alpino
046438_012788,04645_01275,46.425,12.775,889.8,-456.3,0.97955,-0.3291,0.8016,alpino
046438_012812,04645_01285,46.425,12.8,1130.2,284.8,0.85338,-0.3669,0.9501,alpino
046438_012838,04645_01285,46.425,12.825,864.4,19.0,0.81767,-0.2464,0.7908,alpino
046438_012862,04645_01285,46.425,12.85,664.5,-180.9,0.79136,-0.0856,0.5457,alpino
046438_012888,04645_01285,46.425,12.875,576.8,-268.6,0.73469,-0.1601,0.7457,prealpino
046438_012912,04645_01295,46.425,12.9,866.8,-132.6,0.78155,-0.5373,0.7645,alpino
046438_012938,04645_01295,46.425,12.925,925.1,-74.3,0.78423,-0.3562,0.8139,alpino
046438_012962,04645_01295,46.425,12.95,938.0,-61.4,0.51124,-0.2182,0.8397,alpino
046438_012988,04645_01295,46.425,12.975,914.9,-84.5,0.63011,-0.2235,0.834,alpino
046438_013012,04645_01305,46.425,13.0,579.5,-171.8,0.61538,-0.4117,0.7294,prealpino
046438_013038,04645_01305,46.425,13.025,464.4,-286.9,0.57816,0.0441,0.6298,prealpino
046438_013062,04645_01305,46.425,13.05,783.0,31.7,0.90037,0.0203,0.6568,alpino
046438_013088,04645_01305,46.425,13.075,968.4,217.1,1.0,-0.0784,0.85,alpino
046438_013112,04645_01315,46.425,13.1,1310.6,313.4,0.45354,-0.3448,0.9201,alpino
046438_013138,04645_01315,46.425,13.125,867.6,-129.6,0.8421,-0.1843,0.7766,alpino
046438_013162,04645_01315,46.425,13.15,1024.6,27.4,1.0,-0.5065,0.8396,alpino
046438_013188,04645_01315,46.425,13.175,816.9,-180.3,0.82176,0.0759,0.6999,alpino
046438_013212,04645_01325,46.425,13.2,766.0,-355.5,0.76966,-0.3439,0.6815,alpino
046438_013238,04645_01325,46.425,13.225,1323.6,202.1,0.88785,-0.0526,0.8812,alpino
046438_013262,04645_01325,46.425,13.25,1505.9,384.4,0.66168,-0.4013,0.7813,alpino
046438_013288,04645_01325,46.425,13.275,1259.4,137.9,0.8105,-0.0874,0.8784,alpino
046438_013312,04645_01335,46.425,13.3,662.2,-414.4,0.78358,-0.0552,0.5599,alpino
046438_013338,04645_01335,46.425,13.325,1021.7,-54.9,0.63602,0.2321,0.8125,alpino
046438_013362,04645_01335,46.425,13.35,1123.0,46.4,0.89306,0.4942,0.7448,alpino
046438_013388,04645_01335,46.425,13.375,1144.5,67.9,0.81425,0.5269,0.783,alpino
046438_013412,04645_01345,46.425,13.4,1448.0,-22.5,0.30899,0.3414,0.7316,alpino
046438_013438,04645_01345,46.425,13.425,2017.6,547.1,0.16513,0.1656,0.2614,alpino
046438_013462,04645_01345,46.425,13.45,1406.4,-64.1,0.36517,0.4966,0.8295,alpino
046438_013488,04645_01345,46.425,13.475,1813.6,343.1,0.16698,0.3005,0.5028,alpino
046438_013512,04645_01355,46.425,13.5,1672.5,367.6,0.24248,0.3078,0.6355,alpino
046438_013538,04645_01355,46.425,13.525,1387.3,82.4,0.64794,0.2231,0.8441,alpino
046438_013562,04645_01355,46.425,13.55,1168.0,-136.9,0.82123,-0.1145,0.9211,alpino
046438_013588,04645_01355,46.425,13.575,1427.4,122.5,0.73733,-0.0129,0.793,alpino
046438_013612,04645_01365,46.425,13.6,1517.6,151.2,0.47646,-0.1419,0.7728,alpino
046438_013638,04645_01365,46.425,13.625,1742.3,375.9,0.17105,-0.3006,0.5419,alpino
046438_013662,04645_01365,46.425,13.65,1806.7,440.3,0.16232,-0.1049,0.5096,alpino
046462_009312,04645_00935,46.45,9.3,2031.1,52.0,0.23308,-0.3359,0.2195,alpino
046462_009338,04645_00935,46.45,9.325,1788.5,-190.6,0.19737,-0.3827,0.4352,alpino
046462_010238,04645_01025,46.45,10.225,2081.8,-197.7,0.57895,-0.4287,0.1988,alpino
046462_010262,04645_01025,46.45,10.25,1804.9,-474.6,0.81006,0.2811,0.4039,alpino
046462_010288,04645_01025,46.45,10.275,2175.9,-103.6,0.49189,0.3288,0.1204,alpino
046462_010338,04645_01035,46.45,10.325,1711.5,-113.6,0.57519,0.1513,0.4947,alpino
046462_010362,04645_01035,46.45,10.35,1235.0,-590.1,0.14474,-0.2038,0.75,alpino
046462_010388,04645_01035,46.45,10.375,1469.3,-355.8,0.49275,0.1676,0.6746,alpino
046462_010412,04645_01045,46.45,10.4,1579.9,-691.6,0.63743,0.0267,0.6003,alpino
046462_010438,04645_01045,46.45,10.425,1669.1,-602.4,0.56202,-0.2583,0.5242,alpino
046462_010862,04645_01085,46.45,10.85,2086.4,-37.2,0.38196,0.2996,0.1737,alpino
046462_010912,04645_01095,46.45,10.9,2065.9,181.4,0.19361,0.3432,0.1713,alpino
046462_010962,04645_01095,46.45,10.95,1995.0,110.5,0.34888,-0.2914,0.2514,alpino
046462_010988,04645_01095,46.45,10.975,1665.5,-219.0,0.70992,-0.3493,0.521,alpino
046462_011012,04645_01105,46.45,11.0,1359.2,92.0,0.63345,-0.5071,0.7213,alpino
046462_011038,04645_01105,46.45,11.025,1308.5,41.3,0.6171,-0.2975,0.7393,alpino
046462_011062,04645_01105,46.45,11.05,1351.5,84.3,0.67228,-0.5761,0.6979,alpino
046462_011088,04645_01105,46.45,11.075,1396.4,129.2,0.79626,-0.2251,0.7352,alpino
046462_011112,04645_01115,46.45,11.1,1117.2,-101.2,0.60338,-0.4823,0.7466,alpino
046462_011138,04645_01115,46.45,11.125,1072.6,-145.8,0.80151,-0.2699,0.7379,alpino
046462_011162,04645_01115,46.45,11.15,1300.5,82.1,0.98502,-0.4764,0.75,alpino
046462_011188,04645_01115,46.45,11.175,1424.9,206.5,1.0,-0.18,0.7415,alpino
046462_011212,04645_01125,46.45,11.2,1491.7,755.9,0.87406,-0.1534,0.6941,alpino
046462_011238,04645_01125,46.45,11.225,724.6,-11.2,0.60232,0.0256,0.6128,alpino
046462_011288,04645_01125,46.45,11.275,429.1,-306.7,0.15597,0.4854,0.6324,prealpino
046462_011312,04645_01135,46.45,11.3,251.0,-402.8,0.11977,-0.0155,0.2869,prealpino
046462_011338,04645_01135,46.45,11.325,387.0,-266.8,0.43233,-0.0904,0.4736,prealpino
046462_011362,04645_01135,46.45,11.35,1168.9,515.1,0.93621,-0.1138,0.8753,alpino
046462_011388,04645_01135,46.45,11.375,1347.4,693.6,1.0,0.3108,0.8256,alpino
046462_011412,04645_01145,46.45,11.4,895.4,-176.2,0.99633,0.1579,0.762,alpino
046462_011438,04645_01145,46.45,11.425,1068.7,-2.9,0.88869,-0.2721,0.7595,alpino
046462_011462,04645_01145,46.45,11.45,1232.1,160.5,0.7219,0.2335,0.7668,alpino
046462_011488,04645_01145,46.45,11.475,1177.8,106.2,0.73655,0.4526,0.7229,alpino
046462_011512,04645_01155,46.45,11.5,1141.4,-341.8,0.83083,0.3505,0.7154,alpino
046462_011538,04645_01155,46.45,11.525,1207.7,-275.5,0.6845,0.0249,0.7418,alpino
046462_011562,04645_01155,46.45,11.55,1434.7,-48.5,0.86038,0.1195,0.6386,alpino
046462_011588,04645_01155,46.45,11.575,1603.2,120.0,0.97519,0.1662,0.5584,alpino
046462_011612,04645_01165,46.45,11.6,2133.0,103.8,0.38122,0.0145,0.1815,alpino
046462_011688,04645_01165,46.45,11.675,1832.9,-196.3,0.70476,-0.3346,0.3753,alpino
046462_011712,04645_01175,46.45,11.7,1600.4,-355.9,0.80597,-0.0704,0.5888,alpino
046462_011738,04645_01175,46.45,11.725,1836.6,-119.7,0.55844,0.473,0.3706,alpino
046462_011762,04645_01175,46.45,11.75,1989.3,33.0,0.52434,0.4362,0.2465,alpino
046462_011788,04645_01175,46.45,11.775,1694.9,-261.4,0.73408,0.0546,0.5181,alpino
046462_011812,04645_01185,46.45,11.8,1885.9,-370.2,0.56489,-0.2759,0.3138,alpino
046462_011838,04645_01185,46.45,11.825,2025.0,-231.1,0.4732,-0.0639,0.2109,alpino
046462_011912,04645_01195,46.45,11.9,2110.3,402.2,0.11281,0.0833,0.1246,alpino
046462_011938,04645_01195,46.45,11.925,1826.9,118.8,0.46654,0.4508,0.3854,alpino
046462_011962,04645_01195,46.45,11.95,1486.9,-221.2,0.65038,0.2918,0.6345,alpino
046462_011988,04645_01195,46.45,11.975,1469.1,-239.0,0.71719,-0.2403,0.6547,alpino
046462_012012,04645_01205,46.45,12.0,1760.6,-27.2,0.62879,-0.4469,0.437,alpino
046462_012038,04645_01205,46.45,12.025,1651.7,-136.1,0.50375,-0.3639,0.5327,alpino
046462_012062,04645_01205,46.45,12.05,2041.0,253.2,0.36347,-0.3947,0.2401,alpino
046462_012138,04645_01215,46.45,12.125,2014.7,265.6,0.25424,-0.0097,0.2258,alpino
046462_012162,04645_01215,46.45,12.15,1642.1,-107.0,0.77486,-0.105,0.6118,alpino
046462_012188,04645_01215,46.45,12.175,1245.5,-503.6,0.96233,-0.0159,0.8243,alpino
046462_012212,04645_01225,46.45,12.2,1126.5,-516.5,0.45741,-0.3204,0.75,alpino
046462_012238,04645_01225,46.45,12.225,1755.9,112.9,0.12218,0.0258,0.4511,alpino
046462_012312,04645_01235,46.45,12.3,1875.1,593.8,0.36773,0.1982,0.3224,alpino
